Week Start Date,Product ID,Product Name,Units Sold,Price ($),Discount Percentage,Revenue ($),Region,Avg Gas Price,CPI
14-04-2024,P004,Product_4,24,42.07,20,807.75,USA,3.591,313.016
14-04-2024,P005,Product_5,17,41.95,0,713.22,USA,3.591,313.016
14-04-2024,P007,Product_7,18,32.17,5,550.12,USA,3.591,313.016
14-04-2024,P008,Product_8,15,25.53,0,382.96,USA,3.591,313.016
14-04-2024,P009,Product_9,19,10.45,0,198.48,USA,3.591,313.016
14-04-2024,P010,Product_10,20,8.61,0,172.16,USA,3.591,313.016
14-04-2024,P011,Product_11,14,47.38,5,630.12,USA,3.591,313.016
14-04-2024,P006,Product_6,20,16.59,0,331.85,USA,3.591,313.016
14-04-2024,P013,Product_13,24,33.62,15,685.94,USA,3.591,313.016
14-04-2024,P014,Product_14,21,37.58,0,789.15,USA,3.591,313.016
14-04-2024,P015,Product_15,14,45.61,0,638.55,USA,3.591,313.016
14-04-2024,P016,Product_16,20,5.53,0,110.54,USA,3.591,313.016
14-04-2024,P017,Product_17,17,18.28,0,310.71,USA,3.591,313.016
14-04-2024,P018,Product_18,20,10.54,5,200.17,USA,3.591,313.016
14-04-2024,P019,Product_19,24,20.44,10,441.56,USA,3.591,313.016
14-04-2024,P020,Product_20,22,36.16,0,795.57,USA,3.591,313.016
14-04-2024,P021,Product_21,25,35.28,0,882.09,USA,3.591,313.016
14-04-2024,P012,Product_12,27,31.71,0,856.3,USA,3.591,313.016
14-04-2024,P022,Product_22,16,25.09,10,361.28,USA,3.591,313.016
21-04-2024,P036,Product_36,21,21.1,5,420.98,USA,3.628,313.016
21-04-2024,P035,Product_35,20,15.17,5,288.25,USA,3.628,313.016
21-04-2024,P034,Product_34,19,19.47,0,369.88,USA,3.628,313.016
21-04-2024,P033,Product_33,24,41.16,15,839.6,USA,3.628,313.016
21-04-2024,P028,Product_28,19,20.7,0,393.24,USA,3.628,313.016
21-04-2024,P031,Product_31,11,40.75,10,403.46,USA,3.628,313.016
21-04-2024,P030,Product_30,21,8.46,5,168.75,USA,3.628,313.016
21-04-2024,P029,Product_29,10,41.37,15,351.65,USA,3.628,313.016
21-04-2024,P037,Product_37,4,10.53,15,35.81,USA,3.628,313.016
21-04-2024,P032,Product_32,16,15.46,0,247.32,USA,3.628,313.016
21-04-2024,P038,Product_38,20,31.36,5,595.91,USA,3.628,313.016
21-04-2024,P050,Product_50,20,24.52,15,416.87,USA,3.628,313.016
21-04-2024,P040,Product_40,15,42.01,10,567.19,USA,3.628,313.016
21-04-2024,P041,Product_41,21,29.86,5,595.76,USA,3.628,313.016
21-04-2024,P042,Product_42,17,17.21,0,292.63,USA,3.628,313.016
21-04-2024,P043,Product_43,17,17.79,0,302.47,USA,3.628,313.016
21-04-2024,P044,Product_44,20,38.69,0,773.78,USA,3.628,313.016
21-04-2024,P045,Product_45,18,5.01,5,85.6,USA,3.628,313.016
21-04-2024,P046,Product_46,20,42.77,0,855.4,USA,3.628,313.016
21-04-2024,P047,Product_47,16,16.11,10,231.94,USA,3.628,313.016
21-04-2024,P048,Product_48,18,21.21,0,381.79,USA,3.628,313.016
21-04-2024,P049,Product_49,21,42.92,0,901.36,USA,3.628,313.016
21-04-2024,P027,Product_27,16,8.49,0,135.91,USA,3.628,313.016
21-04-2024,P039,Product_39,24,8.23,5,187.64,USA,3.628,313.016
21-04-2024,P026,Product_26,25,8.99,0,224.68,USA,3.628,313.016
21-04-2024,P025,Product_25,21,34.63,10,654.59,USA,3.628,313.016
21-04-2024,P024,Product_24,22,38.9,10,770.3,USA,3.628,313.016
21-04-2024,P002,Product_2,12,15.25,20,146.39,USA,3.628,313.016
21-04-2024,P003,Product_3,25,45.93,10,1033.32,USA,3.628,313.016
21-04-2024,P004,Product_4,20,10.88,10,195.83,USA,3.628,313.016
21-04-2024,P005,Product_5,23,10.62,10,219.77,USA,3.628,313.016
21-04-2024,P006,Product_6,18,47.48,0,854.67,USA,3.628,313.016
21-04-2024,P007,Product_7,25,25.82,20,516.41,USA,3.628,313.016
21-04-2024,P008,Product_8,19,31.49,0,598.37,USA,3.628,313.016
21-04-2024,P009,Product_9,17,17.86,0,303.62,USA,3.628,313.016
21-04-2024,P010,Product_10,26,28.01,0,728.19,USA,3.628,313.016
21-04-2024,P011,Product_11,19,30.98,15,500.29,USA,3.628,313.016
21-04-2024,P012,Product_12,21,42.24,10,798.3,USA,3.628,313.016
21-04-2024,P001,Product_1,33,22.78,0,751.78,USA,3.628,313.016
21-04-2024,P014,Product_14,19,43.43,0,825.14,USA,3.628,313.016
21-04-2024,P015,Product_15,22,43.11,15,806.22,USA,3.628,313.016
21-04-2024,P016,Product_16,5,33.2,15,141.09,USA,3.628,313.016
21-04-2024,P017,Product_17,25,5.86,0,146.51,USA,3.628,313.016
21-04-2024,P018,Product_18,24,36.16,0,867.94,USA,3.628,313.016
21-04-2024,P019,Product_19,16,18.47,0,295.56,USA,3.628,313.016
21-04-2024,P020,Product_20,24,14.48,20,278.05,USA,3.628,313.016
21-04-2024,P021,Product_21,24,5.4,20,103.66,USA,3.628,313.016
21-04-2024,P022,Product_22,22,18.26,0,401.67,USA,3.628,313.016
21-04-2024,P023,Product_23,16,38.2,10,550.14,USA,3.628,313.016
21-04-2024,P013,Product_13,19,30.81,20,468.29,USA,3.628,313.016
28-04-2024,P036,Product_36,21,48.32,0,1014.82,USA,3.668,313.016
28-04-2024,P035,Product_35,20,7.6,20,121.65,USA,3.668,313.016
28-04-2024,P034,Product_34,11,38.63,0,424.98,USA,3.668,313.016
28-04-2024,P033,Product_33,19,7.96,0,151.17,USA,3.668,313.016
28-04-2024,P028,Product_28,27,20.66,0,557.94,USA,3.668,313.016
28-04-2024,P031,Product_31,18,45.44,10,736.05,USA,3.668,313.016
28-04-2024,P030,Product_30,20,43.12,0,862.35,USA,3.668,313.016
28-04-2024,P029,Product_29,20,5.06,0,101.22,USA,3.668,313.016
28-04-2024,P037,Product_37,18,21.46,0,386.2,USA,3.668,313.016
28-04-2024,P032,Product_32,27,22.91,0,618.58,USA,3.668,313.016
28-04-2024,P038,Product_38,18,33.01,10,534.74,USA,3.668,313.016
28-04-2024,P043,Product_43,15,36.85,0,552.71,USA,3.668,313.016
28-04-2024,P040,Product_40,25,22.47,5,533.6,USA,3.668,313.016
28-04-2024,P041,Product_41,18,16.7,0,300.52,USA,3.668,313.016
28-04-2024,P042,Product_42,22,26.15,15,489,USA,3.668,313.016
28-04-2024,P044,Product_44,30,11.04,20,265.02,USA,3.668,313.016
28-04-2024,P045,Product_45,30,28.83,0,865.04,USA,3.668,313.016
28-04-2024,P046,Product_46,20,8.43,0,168.62,USA,3.668,313.016
28-04-2024,P047,Product_47,8,41.31,0,330.51,USA,3.668,313.016
28-04-2024,P048,Product_48,27,6.98,0,188.34,USA,3.668,313.016
28-04-2024,P049,Product_49,17,25.05,0,425.84,USA,3.668,313.016
28-04-2024,P027,Product_27,20,5.79,0,115.8,USA,3.668,313.016
28-04-2024,P039,Product_39,22,31.02,0,682.52,USA,3.668,313.016
28-04-2024,P026,Product_26,22,10.41,0,229.01,USA,3.668,313.016
28-04-2024,P050,Product_50,22,48.23,0,1061.02,USA,3.668,313.016
28-04-2024,P024,Product_24,23,28.46,20,523.63,USA,3.668,313.016
28-04-2024,P001,Product_1,21,21.98,20,369.25,USA,3.668,313.016
28-04-2024,P002,Product_2,17,27.22,0,462.77,USA,3.668,313.016
28-04-2024,P003,Product_3,24,33.47,10,723,USA,3.668,313.016
28-04-2024,P004,Product_4,26,48.47,10,1134.25,USA,3.668,313.016
28-04-2024,P005,Product_5,16,47.78,10,688.1,USA,3.668,313.016
28-04-2024,P006,Product_6,18,40.18,5,687.11,USA,3.668,313.016
28-04-2024,P007,Product_7,20,7.17,0,143.37,USA,3.668,313.016
28-04-2024,P008,Product_8,23,24.47,0,562.87,USA,3.668,313.016
28-04-2024,P009,Product_9,17,14.4,0,244.8,USA,3.668,313.016
28-04-2024,P010,Product_10,19,39.54,0,751.27,USA,3.668,313.016
28-04-2024,P011,Product_11,23,42,15,821.06,USA,3.668,313.016
28-04-2024,P025,Product_25,23,10.65,0,244.94,USA,3.668,313.016
28-04-2024,P013,Product_13,12,14.71,5,167.67,USA,3.668,313.016
28-04-2024,P014,Product_14,24,11.15,5,254.15,USA,3.668,313.016
28-04-2024,P015,Product_15,14,38.24,0,535.32,USA,3.668,313.016
28-04-2024,P016,Product_16,28,37.09,0,1038.64,USA,3.668,313.016
28-04-2024,P017,Product_17,17,45.06,0,766.01,USA,3.668,313.016
28-04-2024,P018,Product_18,19,10.02,5,180.83,USA,3.668,313.016
28-04-2024,P019,Product_19,18,17.04,10,276.08,USA,3.668,313.016
28-04-2024,P020,Product_20,15,27.18,0,407.68,USA,3.668,313.016
28-04-2024,P021,Product_21,19,28.89,5,521.5,USA,3.668,313.016
28-04-2024,P022,Product_22,18,48.36,5,826.91,USA,3.668,313.016
28-04-2024,P023,Product_23,23,35.49,0,816.26,USA,3.668,313.016
28-04-2024,P012,Product_12,14,26.25,15,312.41,USA,3.668,313.016
05-05-2024,P035,Product_35,16,5,0,80.01,USA,3.653,313.14
05-05-2024,P034,Product_34,19,10.75,10,183.89,USA,3.653,313.14
05-05-2024,P033,Product_33,17,29.26,0,497.41,USA,3.653,313.14
05-05-2024,P032,Product_32,25,11.82,15,251.21,USA,3.653,313.14
05-05-2024,P027,Product_27,13,27.39,0,356.06,USA,3.653,313.14
05-05-2024,P030,Product_30,20,41.49,10,746.81,USA,3.653,313.14
05-05-2024,P029,Product_29,6,14.32,0,85.91,USA,3.653,313.14
05-05-2024,P028,Product_28,21,19.92,15,355.58,USA,3.653,313.14
05-05-2024,P036,Product_36,20,48.79,0,975.77,USA,3.653,313.14
05-05-2024,P031,Product_31,23,19.95,5,435.88,USA,3.653,313.14
05-05-2024,P037,Product_37,23,18.69,0,429.85,USA,3.653,313.14
05-05-2024,P043,Product_43,15,8.53,5,121.56,USA,3.653,313.14
05-05-2024,P039,Product_39,25,24.02,0,600.46,USA,3.653,313.14
05-05-2024,P040,Product_40,15,41.76,0,626.33,USA,3.653,313.14
05-05-2024,P041,Product_41,17,21.69,15,313.45,USA,3.653,313.14
05-05-2024,P042,Product_42,27,31.58,5,809.99,USA,3.653,313.14
05-05-2024,P044,Product_44,22,40.13,5,838.68,USA,3.653,313.14
05-05-2024,P045,Product_45,23,47.85,0,1100.55,USA,3.653,313.14
05-05-2024,P046,Product_46,12,18.35,10,198.13,USA,3.653,313.14
05-05-2024,P047,Product_47,29,39.16,0,1135.5,USA,3.653,313.14
05-05-2024,P048,Product_48,35,21.62,15,643.12,USA,3.653,313.14
05-05-2024,P049,Product_49,18,42.24,5,722.27,USA,3.653,313.14
05-05-2024,P026,Product_26,24,40.12,0,962.79,USA,3.653,313.14
05-05-2024,P038,Product_38,14,38.39,10,483.66,USA,3.653,313.14
05-05-2024,P050,Product_50,28,46.44,5,1235.43,USA,3.653,313.14
05-05-2024,P025,Product_25,19,45.23,15,730.53,USA,3.653,313.14
05-05-2024,P023,Product_23,28,24.65,5,655.63,USA,3.653,313.14
05-05-2024,P024,Product_24,20,17.71,0,354.25,USA,3.653,313.14
05-05-2024,P001,Product_1,12,47.81,20,459.02,USA,3.653,313.14
05-05-2024,P002,Product_2,22,24.66,5,515.49,USA,3.653,313.14
05-05-2024,P003,Product_3,22,8.29,5,173.23,USA,3.653,313.14
05-05-2024,P004,Product_4,20,39.08,0,781.58,USA,3.653,313.14
05-05-2024,P005,Product_5,23,26.46,10,547.73,USA,3.653,313.14
05-05-2024,P007,Product_7,18,30.43,10,492.95,USA,3.653,313.14
05-05-2024,P008,Product_8,19,5.41,0,102.73,USA,3.653,313.14
05-05-2024,P009,Product_9,13,46.68,0,606.82,USA,3.653,313.14
05-05-2024,P010,Product_10,23,19.48,10,403.14,USA,3.653,313.14
05-05-2024,P011,Product_11,17,37.8,0,642.58,USA,3.653,313.14
05-05-2024,P006,Product_6,13,35,0,454.96,USA,3.653,313.14
05-05-2024,P013,Product_13,23,10.33,0,237.65,USA,3.653,313.14
05-05-2024,P012,Product_12,19,26.64,5,480.85,USA,3.653,313.14
05-05-2024,P021,Product_21,17,6.62,0,112.55,USA,3.653,313.14
05-05-2024,P020,Product_20,15,14.94,0,224.08,USA,3.653,313.14
05-05-2024,P019,Product_19,20,34.55,0,690.97,USA,3.653,313.14
05-05-2024,P018,Product_18,23,30.38,0,698.82,USA,3.653,313.14
05-05-2024,P022,Product_22,23,47.77,5,1043.79,USA,3.653,313.14
05-05-2024,P016,Product_16,16,46.33,20,593.01,USA,3.653,313.14
05-05-2024,P015,Product_15,27,39.25,0,1059.62,USA,3.653,313.14
05-05-2024,P014,Product_14,19,49.7,0,944.23,USA,3.653,313.14
05-05-2024,P017,Product_17,16,30.97,0,495.53,USA,3.653,313.14
12-05-2024,P037,Product_37,25,19.08,0,477.02,USA,3.643,313.14
12-05-2024,P028,Product_28,15,38.2,10,515.77,USA,3.643,313.14
12-05-2024,P029,Product_29,12,24.02,0,288.27,USA,3.643,313.14
12-05-2024,P030,Product_30,16,14.24,0,227.84,USA,3.643,313.14
12-05-2024,P031,Product_31,21,17.08,0,358.76,USA,3.643,313.14
12-05-2024,P032,Product_32,20,32.16,0,643.27,USA,3.643,313.14
12-05-2024,P033,Product_33,17,8.4,20,114.26,USA,3.643,313.14
12-05-2024,P034,Product_34,18,31.96,5,546.46,USA,3.643,313.14
12-05-2024,P035,Product_35,24,34.18,0,820.39,USA,3.643,313.14
12-05-2024,P036,Product_36,14,36.8,5,489.42,USA,3.643,313.14
12-05-2024,P038,Product_38,21,47.6,0,999.66,USA,3.643,313.14
12-05-2024,P027,Product_27,18,8.04,5,137.44,USA,3.643,313.14
12-05-2024,P040,Product_40,21,14.12,5,281.66,USA,3.643,313.14
12-05-2024,P041,Product_41,18,36.55,5,625.03,USA,3.643,313.14
12-05-2024,P042,Product_42,19,31.23,0,593.4,USA,3.643,313.14
12-05-2024,P043,Product_43,25,25.26,20,505.23,USA,3.643,313.14
12-05-2024,P044,Product_44,18,13.48,5,230.58,USA,3.643,313.14
12-05-2024,P045,Product_45,19,48.97,0,930.34,USA,3.643,313.14
12-05-2024,P046,Product_46,19,9.17,10,156.78,USA,3.643,313.14
12-05-2024,P047,Product_47,17,46.15,0,784.63,USA,3.643,313.14
12-05-2024,P048,Product_48,11,37.56,0,413.11,USA,3.643,313.14
12-05-2024,P049,Product_49,13,31.53,5,389.34,USA,3.643,313.14
12-05-2024,P039,Product_39,22,11.97,15,223.79,USA,3.643,313.14
12-05-2024,P026,Product_26,15,24.44,20,293.29,USA,3.643,313.14
12-05-2024,P050,Product_50,23,37.13,0,854.04,USA,3.643,313.14
12-05-2024,P024,Product_24,27,13.95,0,376.78,USA,3.643,313.14
12-05-2024,P001,Product_1,24,37.8,15,771.2,USA,3.643,313.14
12-05-2024,P002,Product_2,16,13.79,0,220.57,USA,3.643,313.14
12-05-2024,P003,Product_3,22,20.1,20,353.8,USA,3.643,313.14
12-05-2024,P004,Product_4,23,37.72,5,824.13,USA,3.643,313.14
12-05-2024,P005,Product_5,14,47.62,0,666.67,USA,3.643,313.14
12-05-2024,P006,Product_6,18,40.38,10,654.14,USA,3.643,313.14
12-05-2024,P007,Product_7,12,22.3,0,267.55,USA,3.643,313.14
12-05-2024,P008,Product_8,18,36.72,10,594.85,USA,3.643,313.14
12-05-2024,P009,Product_9,20,29.59,20,473.43,USA,3.643,313.14
12-05-2024,P010,Product_10,16,37.33,15,507.69,USA,3.643,313.14
12-05-2024,P011,Product_11,9,13.07,10,105.84,USA,3.643,313.14
12-05-2024,P025,Product_25,15,38.79,0,581.88,USA,3.643,313.14
12-05-2024,P013,Product_13,23,12.08,0,277.78,USA,3.643,313.14
12-05-2024,P014,Product_14,18,35.27,10,571.4,USA,3.643,313.14
12-05-2024,P015,Product_15,26,16.27,5,401.9,USA,3.643,313.14
12-05-2024,P016,Product_16,21,45.77,0,961.25,USA,3.643,313.14
12-05-2024,P017,Product_17,11,35.33,0,388.64,USA,3.643,313.14
12-05-2024,P018,Product_18,22,18.8,0,413.71,USA,3.643,313.14
12-05-2024,P019,Product_19,16,32.96,0,527.33,USA,3.643,313.14
12-05-2024,P020,Product_20,27,8.08,10,196.24,USA,3.643,313.14
12-05-2024,P021,Product_21,14,17.86,0,250.03,USA,3.643,313.14
12-05-2024,P022,Product_22,26,7.55,0,196.21,USA,3.643,313.14
12-05-2024,P023,Product_23,25,47.5,5,1128.13,USA,3.643,313.14
12-05-2024,P012,Product_12,25,10.93,15,232.2,USA,3.643,313.14
19-05-2024,P036,Product_36,13,9.74,0,126.63,USA,3.608,313.14
19-05-2024,P035,Product_35,16,8.76,0,140.16,USA,3.608,313.14
19-05-2024,P034,Product_34,24,28.17,0,676.13,USA,3.608,313.14
19-05-2024,P033,Product_33,24,12.44,0,298.51,USA,3.608,313.14
19-05-2024,P028,Product_28,34,13.72,15,396.62,USA,3.608,313.14
19-05-2024,P031,Product_31,22,12.22,5,255.32,USA,3.608,313.14
19-05-2024,P030,Product_30,23,24.76,5,541.1,USA,3.608,313.14
19-05-2024,P029,Product_29,22,35.46,10,702.15,USA,3.608,313.14
19-05-2024,P037,Product_37,13,28.37,5,350.31,USA,3.608,313.14
19-05-2024,P032,Product_32,15,15.33,0,229.98,USA,3.608,313.14
19-05-2024,P038,Product_38,17,14.88,20,202.37,USA,3.608,313.14
19-05-2024,P044,Product_44,21,20.17,0,423.66,USA,3.608,313.14
19-05-2024,P040,Product_40,10,29.34,5,278.74,USA,3.608,313.14
19-05-2024,P041,Product_41,6,36.6,0,219.58,USA,3.608,313.14
19-05-2024,P042,Product_42,20,44.17,5,839.3,USA,3.608,313.14
19-05-2024,P043,Product_43,15,28.96,0,434.44,USA,3.608,313.14
19-05-2024,P045,Product_45,24,36.14,0,867.44,USA,3.608,313.14
19-05-2024,P046,Product_46,18,14.19,5,242.72,USA,3.608,313.14
19-05-2024,P047,Product_47,33,23.87,0,787.62,USA,3.608,313.14
19-05-2024,P048,Product_48,14,33.28,5,442.61,USA,3.608,313.14
19-05-2024,P049,Product_49,21,16.4,0,344.34,USA,3.608,313.14
19-05-2024,P027,Product_27,20,9.62,0,192.31,USA,3.608,313.14
19-05-2024,P039,Product_39,12,32.73,5,373.16,USA,3.608,313.14
19-05-2024,P026,Product_26,8,47.35,15,321.98,USA,3.608,313.14
19-05-2024,P050,Product_50,28,42.63,10,1074.16,USA,3.608,313.14
19-05-2024,P024,Product_24,22,18.85,15,352.51,USA,3.608,313.14
19-05-2024,P001,Product_1,16,13.97,15,189.95,USA,3.608,313.14
19-05-2024,P002,Product_2,16,17.19,0,274.98,USA,3.608,313.14
19-05-2024,P003,Product_3,23,7.81,0,179.71,USA,3.608,313.14
19-05-2024,P004,Product_4,27,35.28,0,952.54,USA,3.608,313.14
19-05-2024,P005,Product_5,22,47.82,10,946.78,USA,3.608,313.14
19-05-2024,P006,Product_6,22,46.97,5,981.71,USA,3.608,313.14
19-05-2024,P007,Product_7,24,14.01,5,319.49,USA,3.608,313.14
19-05-2024,P008,Product_8,24,28.47,0,683.16,USA,3.608,313.14
19-05-2024,P009,Product_9,25,21.7,15,461.13,USA,3.608,313.14
19-05-2024,P010,Product_10,31,17.1,0,530.05,USA,3.608,313.14
19-05-2024,P011,Product_11,18,45.29,5,774.47,USA,3.608,313.14
19-05-2024,P025,Product_25,20,47.88,0,957.53,USA,3.608,313.14
19-05-2024,P013,Product_13,29,36.75,0,1065.63,USA,3.608,313.14
19-05-2024,P014,Product_14,16,47.13,0,754.12,USA,3.608,313.14
19-05-2024,P015,Product_15,18,42.11,0,758.04,USA,3.608,313.14
19-05-2024,P016,Product_16,19,18.55,5,334.77,USA,3.608,313.14
19-05-2024,P017,Product_17,17,7.53,0,127.97,USA,3.608,313.14
19-05-2024,P018,Product_18,27,34.48,0,931.04,USA,3.608,313.14
19-05-2024,P019,Product_19,23,12.18,0,280.07,USA,3.608,313.14
19-05-2024,P020,Product_20,21,41.64,5,830.63,USA,3.608,313.14
19-05-2024,P021,Product_21,14,9.97,0,139.57,USA,3.608,313.14
19-05-2024,P022,Product_22,15,28.18,5,401.5,USA,3.608,313.14
19-05-2024,P023,Product_23,22,21.06,0,463.32,USA,3.608,313.14
19-05-2024,P012,Product_12,27,33.36,0,900.75,USA,3.608,313.14
26-05-2024,P035,Product_35,21,21.58,0,453.09,USA,3.584,313.14
26-05-2024,P034,Product_34,22,8.98,5,187.63,USA,3.584,313.14
26-05-2024,P033,Product_33,16,41.67,10,600.08,USA,3.584,313.14
26-05-2024,P032,Product_32,13,16.91,5,208.82,USA,3.584,313.14
26-05-2024,P027,Product_27,22,36.33,0,799.19,USA,3.584,313.14
26-05-2024,P030,Product_30,22,19.6,0,431.27,USA,3.584,313.14
26-05-2024,P029,Product_29,20,36.16,0,723.12,USA,3.584,313.14
26-05-2024,P028,Product_28,25,40.83,0,1020.77,USA,3.584,313.14
26-05-2024,P036,Product_36,12,6.75,5,77,USA,3.584,313.14
26-05-2024,P031,Product_31,22,13.59,5,284.07,USA,3.584,313.14
26-05-2024,P037,Product_37,18,19.54,15,298.9,USA,3.584,313.14
26-05-2024,P043,Product_43,14,15.87,0,222.14,USA,3.584,313.14
26-05-2024,P039,Product_39,22,42.14,10,834.45,USA,3.584,313.14
26-05-2024,P040,Product_40,12,8.03,0,96.32,USA,3.584,313.14
26-05-2024,P041,Product_41,23,49.95,0,1148.85,USA,3.584,313.14
26-05-2024,P042,Product_42,23,43.61,20,802.44,USA,3.584,313.14
26-05-2024,P044,Product_44,18,6.01,0,108.16,USA,3.584,313.14
26-05-2024,P045,Product_45,25,40.27,5,956.37,USA,3.584,313.14
26-05-2024,P046,Product_46,13,15.44,0,200.73,USA,3.584,313.14
26-05-2024,P047,Product_47,21,39.4,5,785.95,USA,3.584,313.14
26-05-2024,P048,Product_48,25,30.35,5,720.88,USA,3.584,313.14
26-05-2024,P049,Product_49,20,43.9,5,834.09,USA,3.584,313.14
26-05-2024,P026,Product_26,24,13.46,0,322.95,USA,3.584,313.14
26-05-2024,P038,Product_38,23,45.54,20,838,USA,3.584,313.14
26-05-2024,P050,Product_50,20,39.05,0,781.06,USA,3.584,313.14
26-05-2024,P025,Product_25,20,14.67,0,293.42,USA,3.584,313.14
26-05-2024,P023,Product_23,15,26.33,10,355.41,USA,3.584,313.14
26-05-2024,P024,Product_24,16,19.12,0,305.96,USA,3.584,313.14
26-05-2024,P001,Product_1,25,42.95,0,1073.74,USA,3.584,313.14
26-05-2024,P002,Product_2,16,25.31,0,404.93,USA,3.584,313.14
26-05-2024,P003,Product_3,15,43.47,15,554.29,USA,3.584,313.14
26-05-2024,P004,Product_4,19,22.45,10,383.93,USA,3.584,313.14
26-05-2024,P005,Product_5,24,45.58,0,1093.92,USA,3.584,313.14
26-05-2024,P007,Product_7,26,34.17,0,888.53,USA,3.584,313.14
26-05-2024,P008,Product_8,17,24.51,20,333.29,USA,3.584,313.14
26-05-2024,P009,Product_9,16,30.16,0,482.52,USA,3.584,313.14
26-05-2024,P010,Product_10,14,21.76,0,304.7,USA,3.584,313.14
26-05-2024,P011,Product_11,24,21.63,0,519.14,USA,3.584,313.14
26-05-2024,P006,Product_6,8,48.56,0,388.5,USA,3.584,313.14
26-05-2024,P013,Product_13,18,14.8,5,253,USA,3.584,313.14
26-05-2024,P012,Product_12,26,36.89,0,959.26,USA,3.584,313.14
26-05-2024,P021,Product_21,20,31.87,5,605.57,USA,3.584,313.14
26-05-2024,P020,Product_20,22,45.87,10,908.23,USA,3.584,313.14
26-05-2024,P019,Product_19,21,12.64,0,265.54,USA,3.584,313.14
26-05-2024,P018,Product_18,15,32.92,10,444.44,USA,3.584,313.14
26-05-2024,P022,Product_22,24,33.46,0,802.98,USA,3.584,313.14
26-05-2024,P016,Product_16,27,40.19,10,976.57,USA,3.584,313.14
26-05-2024,P015,Product_15,22,29.68,0,652.93,USA,3.584,313.14
26-05-2024,P014,Product_14,19,41.2,10,704.56,USA,3.584,313.14
26-05-2024,P017,Product_17,22,41.14,5,859.72,USA,3.584,313.14
02-06-2024,P037,Product_37,25,41.17,0,1029.28,USA,3.577,313.131
02-06-2024,P028,Product_28,22,12.54,0,275.82,USA,3.577,313.131
02-06-2024,P029,Product_29,23,48.79,10,1009.92,USA,3.577,313.131
02-06-2024,P030,Product_30,26,17.53,10,410.12,USA,3.577,313.131
02-06-2024,P031,Product_31,21,19.68,0,413.31,USA,3.577,313.131
02-06-2024,P032,Product_32,21,16.54,0,347.36,USA,3.577,313.131
02-06-2024,P033,Product_33,27,35.33,0,953.9,USA,3.577,313.131
02-06-2024,P034,Product_34,20,11.61,0,232.23,USA,3.577,313.131
02-06-2024,P035,Product_35,23,43.91,0,1009.92,USA,3.577,313.131
02-06-2024,P036,Product_36,18,18.61,5,318.21,USA,3.577,313.131
02-06-2024,P038,Product_38,40,11.48,5,436.37,USA,3.577,313.131
02-06-2024,P027,Product_27,21,15.32,0,321.75,USA,3.577,313.131
02-06-2024,P040,Product_40,19,18.79,10,321.32,USA,3.577,313.131
02-06-2024,P041,Product_41,34,7.56,0,257.18,USA,3.577,313.131
02-06-2024,P042,Product_42,22,30.84,5,644.62,USA,3.577,313.131
02-06-2024,P043,Product_43,26,39.97,15,883.28,USA,3.577,313.131
02-06-2024,P044,Product_44,12,42.8,20,410.93,USA,3.577,313.131
02-06-2024,P045,Product_45,23,45.03,0,1035.65,USA,3.577,313.131
02-06-2024,P046,Product_46,15,38.37,0,575.61,USA,3.577,313.131
02-06-2024,P047,Product_47,29,26.74,10,698,USA,3.577,313.131
02-06-2024,P048,Product_48,21,23.31,0,489.43,USA,3.577,313.131
02-06-2024,P049,Product_49,22,25.43,10,503.51,USA,3.577,313.131
02-06-2024,P039,Product_39,23,17.31,0,398.22,USA,3.577,313.131
02-06-2024,P026,Product_26,19,8.2,0,155.73,USA,3.577,313.131
02-06-2024,P050,Product_50,22,47.82,0,1051.93,USA,3.577,313.131
02-06-2024,P024,Product_24,22,48.89,10,968.03,USA,3.577,313.131
02-06-2024,P001,Product_1,26,36.83,0,957.65,USA,3.577,313.131
02-06-2024,P002,Product_2,15,46.77,15,596.29,USA,3.577,313.131
02-06-2024,P003,Product_3,27,20.39,5,522.89,USA,3.577,313.131
02-06-2024,P004,Product_4,29,31.69,0,919.07,USA,3.577,313.131
02-06-2024,P005,Product_5,17,25.46,5,411.25,USA,3.577,313.131
02-06-2024,P006,Product_6,32,47.38,0,1516.04,USA,3.577,313.131
02-06-2024,P007,Product_7,30,27.52,5,784.21,USA,3.577,313.131
02-06-2024,P008,Product_8,32,17.39,0,556.42,USA,3.577,313.131
02-06-2024,P009,Product_9,27,33.62,5,862.28,USA,3.577,313.131
02-06-2024,P010,Product_10,18,25.48,5,435.75,USA,3.577,313.131
02-06-2024,P011,Product_11,33,42.68,0,1408.49,USA,3.577,313.131
02-06-2024,P025,Product_25,22,43.36,15,810.92,USA,3.577,313.131
02-06-2024,P013,Product_13,8,48.24,5,366.63,USA,3.577,313.131
02-06-2024,P012,Product_12,29,42.72,10,1114.91,USA,3.577,313.131
02-06-2024,P022,Product_22,28,48.8,0,1366.46,USA,3.577,313.131
02-06-2024,P021,Product_21,25,49.88,0,1246.89,USA,3.577,313.131
02-06-2024,P020,Product_20,19,17.89,10,305.98,USA,3.577,313.131
02-06-2024,P019,Product_19,27,34.66,0,935.74,USA,3.577,313.131
02-06-2024,P023,Product_23,20,43.13,0,862.65,USA,3.577,313.131
02-06-2024,P017,Product_17,25,6.43,0,160.71,USA,3.577,313.131
02-06-2024,P016,Product_16,33,20.97,0,692.06,USA,3.577,313.131
